,ID,MONTHS_BALANCE,STATUS,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,CNT_FAM_MEMBERS,Letter,Empleo,BIRTH
1822,5022302,0.0,C,0,0.0,90000.0,4,4,2,1,1.735167025968627,A,1,1971-01-02
1823,5022303,0.0,C,0,0.0,90000.0,4,4,2,1,1.0,K,1,1971-01-02
1824,5022305,0.0,C,0,0.0,90000.0,4,4,2,1,1.0,U,1,1971-01-02
1825,5022307,0.0,C,0,0.0,90000.0,4,4,2,1,1.0,Y,1,1971-01-02
1826,5022308,0.0,C,0,0.0,90000.0,4,4,2,1,1.0,H,1,1971-01-02
1827,5022309,0.0,C,0,2.0,189000.0,4,4,1,1,4.0,W,1,1993-07-12
1828,5022310,0.0,C,0,2.0,189000.0,4,4,1,1,4.0,Q,1,1993-07-12
1829,5022311,0.0,C,0,0.0,90000.0,4,4,2,1,1.0,Z,1,1971-01-02
1830,5022313,0.0,C,0,2.0,112500.0,0,4,1,1,4.0,I,1,1988-08-27
1831,5022316,0.0,C,1,1.0,270000.0,0,1,1,1,3.0,F,1,1992-01-01
1832,5022318,0.0,0,1,1.0,270000.0,0,1,1,1,3.0,A,1,1992-01-01
1833,5022320,0.0,X,1,1.0,270000.0,0,1,1,1,3.0,M,1,1992-01-01
1834,5022325,0.0,X,1,0.0,256500.0,0,1,1,1,2.0,Y,1,1964-04-07
1835,5022328,0.0,C,1,0.0,256500.0,0,1,1,1,2.0,Q,1,1964-04-07
1836,5022330,0.0,0,1,0.0,256500.0,0,1,1,1,2.0,J,1,1964-04-07
1837,5022332,0.0,0,1,0.0,256500.0,0,1,1,1,2.0,F,1,1964-04-07
1838,5022335,0.0,X,1,0.0,256500.0,0,1,1,1,2.0,R,1,1964-04-07
1839,5022338,0.0,C,1,0.0,135000.0,4,4,3,1,1.0,U,1,1996-09-14
1840,5022339,0.0,C,1,0.0,197867.12781619088,4,4,3,1,1.0,V,1,1996-09-14
1841,5022340,0.0,C,1,0.0,135000.0,4,4,3,1,1.0,M,0,1996-09-14
1842,5022341,0.0,C,0,1.0,202500.0,2,1,1,1,3.0,J,1,1978-10-14
1843,5022343,0.0,0,0,0.0,67500.0,1,4,4,1,1.0,N,0,1958-10-21
1844,5022348,0.0,X,0,1.0,234000.0,4,4,3,1,2.0,A,1,1966-06-26
1845,5022349,0.0,0,0,1.0,234000.0,4,4,3,1,2.0,W,1,1966-06-26
1846,5022352,0.0,X,0,1.0,234000.0,4,4,3,1,2.0,V,1,1966-06-26
1847,5022353,0.0,X,0,1.0,234000.0,4,4,3,1,2.0,A,1,1966-06-26
1848,5022354,0.0,0,0,1.0,234000.0,4,4,3,1,2.0,N,1,1966-06-26
1849,5022355,0.0,C,0,1.0,234000.0,4,4,3,1,2.0,V,1,1966-06-26
1850,5022359,0.0,C,0,1.0,234000.0,4,4,3,1,2.0,K,1,1966-06-26
1851,5022362,0.0,0,0,1.0,234000.0,4,4,3,1,2.0,J,1,1966-06-26
1852,5022365,0.0,C,0,0.0,54000.0,1,4,4,1,1.0,V,0,1960-11-18
1853,5022366,0.0,C,1,0.0,270000.0,4,2,1,1,2.0,P,1,1992-07-20
1854,5022373,0.0,C,0,1.0,234000.0,4,4,3,1,2.0,I,1,1966-06-26
1855,5022379,0.0,X,0,0.0,225000.0,0,1,4,1,1.0,B,1,1964-01-07
1856,5022381,0.0,X,0,0.0,225000.0,0,1,4,1,1.0,B,1,1964-01-07
1857,5022382,0.0,C,0,0.0,225000.0,0,1,4,1,1.0,V,1,1964-01-07
1858,5022383,0.0,0,0,0.0,225000.0,0,1,4,1,1.0,S,1,1964-01-07
1859,5022384,0.0,X,0,0.0,225000.0,0,1,4,1,1.0,C,1,1964-01-07
1860,5022387,0.0,C,0,0.0,153000.0,1,1,1,1,2.0,X,0,1963-03-08
1861,5022388,0.0,C,0,0.0,153000.0,1,1,1,1,2.0,C,0,1963-03-08
1862,5022396,0.0,X,0,0.0,153000.0,1,1,1,1,2.0,J,0,1963-03-08
1863,5022397,0.0,C,0,0.0,153000.0,1,1,1,1,2.0,P,0,1963-03-08
1864,5022398,0.0,X,0,0.0,153000.0,1,1,1,1,2.0,V,0,1963-03-08
1865,5022402,0.0,0,0,0.0,153000.0,1,1,1,1,2.0,Z,0,1963-03-08
1866,5022407,0.0,X,0,0.0,153000.0,1,1,1,1,2.0,I,0,1963-03-08
1867,5022410,0.0,X,0,0.0,153000.0,1,1,1,1,2.0,Z,0,1963-03-08
1868,5022411,0.0,0,0,0.0,153000.0,1,1,1,1,2.0,E,0,1963-03-08
1869,5022412,0.0,X,0,0.0,153000.0,1,1,1,1,2.0,T,0,1963-03-08
1870,5022413,0.0,0,0,0.0,153000.0,1,1,1,1,2.0,S,0,1963-03-08
1871,5022414,0.0,C,0,0.0,153000.0,1,1,1,1,2.0,C,0,1963-03-08
1872,5022419,0.0,1,0,1.0,157500.0,4,1,1,5,3.0,R,1,1993-06-12
1873,5022422,0.0,C,0,0.0,197999.49265078222,4,4,1,1,2.0,Q,1,1970-08-10
1874,5022424,0.0,0,0,0.0,180000.0,4,4,1,1,2.0,U,1,1970-08-10
1875,5022426,0.0,C,0,0.0,90000.0,4,4,0,1,2.0,O,1,1977-10-10
1876,5022427,0.0,C,0,0.0,90000.0,4,4,0,1,2.0,P,1,1977-10-10
1877,5022428,0.0,C,0,0.0,90000.0,4,4,0,1,1.7348702404354148,I,1,1977-10-10
1878,5022430,0.0,0,0,0.0,67500.0,1,4,1,1,2.0,J,0,1964-07-07
1879,5022432,0.0,C,0,0.0,67500.0,1,4,1,1,2.0,I,0,1964-07-07
1880,5022433,0.0,0,0,0.0,67500.0,1,4,1,1,2.0,B,0,1964-07-07
1881,5022434,0.0,C,0,0.0,67500.0,1,4,1,1,2.0,F,0,1964-07-07
1882,5022435,0.0,C,0,0.0,67500.0,1,4,1,1,2.0,U,0,1964-07-07
1883,5022437,0.0,0,0,1.0,157500.0,4,4,1,1,3.0,U,1,1991-09-26
1884,5022438,0.0,0,0,1.0,157500.0,4,4,1,1,3.0,M,1,1991-09-26
1885,5022439,0.0,0,0,0.0,270000.0,0,4,1,1,2.0,Q,1,1974-01-21
1886,5022441,0.0,0,1,0.0,225000.0,0,4,1,1,2.0,C,1,1994-01-29
1887,5022442,0.0,C,0,0.0,180000.0,0,4,1,1,2.0,R,1,1979-07-27
1888,5022443,0.0,C,0,0.0,180000.0,0,4,1,1,2.0,X,1,1979-07-27
1889,5022444,0.0,C,0,0.0,180000.0,0,4,1,1,2.0,L,1,1979-07-27
1890,5022445,0.0,C,0,0.0,180000.0,0,4,1,1,2.0,B,1,1979-07-27
1891,5022446,0.0,0,0,0.0,180000.0,0,4,1,1,2.0,Y,1,1979-07-27
1892,5022447,0.0,C,0,0.0,180000.0,0,4,1,1,2.0,Q,1,1979-07-27
1893,5022452,0.0,0,0,0.0,315000.0,4,4,2,1,1.0,U,1,1975-01-13
1894,5022455,0.0,C,1,1.0,144000.0,4,4,1,1,3.0,W,1,1999-05-01
1895,5022457,0.0,0,1,1.0,144000.0,4,4,1,1,3.0,Z,1,1999-05-01
1896,5022458,0.0,0,1,1.0,144000.0,4,4,1,1,3.0,F,1,1999-05-01
1897,5022459,0.0,X,1,1.0,144000.0,4,4,1,1,3.0,Z,1,1999-05-01
1898,5022460,0.0,0,0,1.0,135000.0,4,4,1,1,3.0,W,1,1984-05-02
1899,5022462,0.0,C,1,0.0,405000.0,2,4,1,1,2.0,X,1,1975-10-01
1900,5022469,0.0,0,1,0.0,405000.0,2,4,1,1,2.0,J,1,1975-10-01
1901,5022470,0.0,0,1,0.0,405000.0,2,4,1,1,2.0,Q,1,1975-10-01
1902,5022473,0.0,C,1,0.0,405000.0,2,4,1,1,2.0,K,1,1975-10-01
1903,5022477,0.0,1,0,0.0,135000.0,4,2,1,1,2.0,R,1,1987-06-11
1904,5022478,0.0,0,0,0.0,135000.0,4,2,1,1,2.0,C,1,1987-06-11
1905,5022479,0.0,C,0,0.0,135000.0,4,2,1,1,2.0,T,1,1987-06-11
1906,5022480,0.0,C,0,0.0,135000.0,4,2,1,1,2.0,X,1,1987-06-11
1907,5022484,0.0,0,0,0.0,157500.0,4,4,1,1,2.0,C,1,1976-09-23
1908,5022485,0.0,0,0,0.0,157500.0,4,4,1,1,2.0,N,1,1976-09-23
1909,5022486,0.0,0,0,0.0,157500.0,4,4,1,1,2.0,V,1,1976-09-23
1910,5022488,0.0,C,0,0.0,157500.0,4,4,1,1,2.0,U,1,1976-09-23
1911,5022493,0.0,X,1,1.0,405000.0,2,4,1,1,3.0,N,1,1984-05-09
1912,5022495,0.0,C,1,1.0,405000.0,2,4,1,1,3.0,Z,1,1984-05-09
1913,5022496,0.0,C,1,1.0,405000.0,2,4,1,1,3.0,C,1,1984-05-09
1914,5022497,0.0,0,1,1.0,405000.0,2,4,1,1,3.0,U,1,1984-05-09
1915,5022499,0.0,C,1,1.0,198148.21469300293,2,4,1,1,3.0,G,1,1984-05-09
1916,5022502,0.0,C,1,1.0,405000.0,2,4,1,1,3.0,Y,0,1984-05-09
1917,5022504,0.0,0,0,1.0,720000.0,0,1,1,1,3.0,O,1,1977-05-10
1918,5022505,0.0,C,0,1.0,720000.0,0,1,1,1,3.0,J,1,1977-05-10
1919,5022506,0.0,C,0,1.0,720000.0,0,1,1,1,3.0,O,1,1977-05-10
1920,5022508,0.0,0,0,0.0,112500.0,1,4,4,1,1.0,A,0,1958-08-10
1921,5022509,0.0,C,0,0.0,112500.0,1,4,4,1,1.0,D,0,1958-08-10
1922,5022510,0.0,0,0,0.0,112500.0,1,4,4,1,1.0,W,0,1958-08-10
1923,5022512,0.0,0,1,0.0,135000.0,4,4,1,1,2.0,U,1,1980-03-09
1924,5022513,0.0,C,1,0.0,135000.0,4,4,1,1,2.0,B,1,1980-03-09
1925,5022516,0.0,X,0,0.0,225000.0,1,4,4,1,1.0,X,0,1966-06-27
1926,5022518,0.0,X,0,0.0,225000.0,1,4,4,1,1.0,I,0,1966-06-27
1927,5022519,0.0,X,0,0.0,225000.0,1,4,4,1,1.0,T,0,1966-06-27
1928,5022523,0.0,X,0,0.0,225000.0,1,4,4,1,1.0,U,0,1966-06-27
1929,5022525,0.0,C,0,0.0,121500.0,1,4,4,1,2.0,H,0,1958-11-04
1930,5022527,0.0,C,0,0.0,121500.0,1,4,1,1,2.0,A,0,1958-11-04
1931,5022529,0.0,0,0,0.0,121500.0,1,4,1,1,2.0,U,0,1958-11-04
1932,5022530,0.0,C,1,0.0,225000.0,4,4,1,5,2.0,I,1,1972-02-18
1933,5022532,0.0,0,1,0.0,225000.0,4,4,1,5,2.0,Z,1,1972-02-18
1934,5022535,0.0,C,0,2.0,202500.0,4,1,1,1,4.0,G,1,1972-02-18
1935,5022539,0.0,X,1,0.0,202500.0,4,4,1,1,2.0,D,1,1987-02-06
1936,5022540,0.0,X,1,0.0,202500.0,4,4,1,1,1.7294239412029189,R,1,1987-02-06
1937,5022541,0.0,0,0,0.0,247500.0,0,1,3,1,1.0,B,1,1990-04-30
1938,5022542,0.0,0,0,0.0,247500.0,0,1,3,1,1.0,T,1,1990-04-30
1939,5022543,0.0,C,0,0.0,247500.0,0,1,3,1,1.0,E,1,1990-04-30
1940,5022548,0.0,C,0,0.0,247500.0,0,1,3,1,1.0,I,1,1990-04-30
1941,5022549,0.0,X,0,0.0,247500.0,0,1,3,1,1.0,O,1,1990-04-30
1942,5022550,0.0,C,0,0.0,247500.0,0,1,3,1,1.0,U,1,1990-04-30
1943,5022553,0.0,C,0,0.0,112500.0,4,1,0,1,2.0,X,1,1992-05-19
1944,5022555,0.0,C,0,0.0,112500.0,4,1,0,1,2.0,X,1,1992-05-19
1945,5022557,0.0,C,0,0.0,112500.0,4,1,0,1,2.0,B,1,1992-05-19
1946,5022559,0.0,0,0,1.0,198007.8870596898,4,1,1,1,3.0,M,1,1987-05-09
1947,5022561,0.0,C,0,1.0,225000.0,4,1,1,1,3.0,K,1,1987-05-09
1948,5022562,0.0,0,0,1.0,225000.0,4,1,1,1,3.0,S,1,1987-05-09
1949,5022563,0.0,X,0,1.0,225000.0,4,1,1,1,3.0,I,1,1987-05-09
1950,5022564,0.0,0,0,1.0,225000.0,4,1,1,1,3.0,T,1,1987-05-09
1951,5022566,0.0,X,0,1.0219250022024824,225000.0,4,1,1,1,3.0,O,1,1987-05-09
1952,5022570,0.0,0,1,0.0,225000.0,4,4,1,1,2.0,H,1,1982-07-09
1953,5022571,0.0,C,1,0.0,202500.0,1,1,1,1,2.0,Z,0,1963-09-02
1954,5022572,0.0,C,1,0.0,202500.0,1,1,1,1,2.0,L,0,1963-09-02
1955,5022573,0.0,1,1,0.0,202500.0,1,1,1,1,2.0,R,0,1963-09-02
1956,5022580,0.0,C,1,0.0,202500.0,4,4,3,1,1.0,T,1,1999-10-11
1957,5022582,0.0,C,0,0.0,199134.51934743748,4,4,3,1,1.0,X,1,1974-05-25
1958,5022583,0.0,C,0,0.0,202500.0,4,4,3,1,1.7352156771612202,J,1,1974-05-25
1959,5022584,0.0,C,0,0.0,202500.0,4,4,3,1,1.0,D,1,1974-05-25
1960,5022585,0.0,0,0,0.0,202500.0,4,4,3,1,1.0,C,1,1974-05-25
1961,5022587,0.0,C,0,0.0,202500.0,4,4,3,1,1.0,H,1,1974-05-25
1962,5022589,0.0,C,0,0.0,202500.0,4,4,3,1,1.0,R,1,1974-05-25
1963,5022590,0.0,C,0,0.0,202500.0,4,4,3,1,1.0,A,1,1974-05-25
1964,5022591,0.0,0,0,0.0,202500.0,4,4,3,1,1.0,R,1,1974-05-25
1965,5022594,0.0,0,0,1.0,144000.0,4,1,0,1,3.0,R,1,1986-05-10
1966,5022596,0.0,C,0,1.0,144000.0,4,1,0,1,3.0,D,1,1986-05-10
1967,5022597,0.0,C,0,1.0,144000.0,4,1,0,1,3.0,I,1,1986-05-10
1968,5022598,0.0,C,0,1.0,144000.0,4,1,0,1,3.0,U,1,1986-05-10
1969,5022604,0.0,C,1,0.0,337500.0,4,1,1,1,2.0,H,1,1986-10-29
1970,5022605,0.0,C,1,0.0,337500.0,4,1,1,1,2.0,M,1,1986-10-29
1971,5022607,0.0,0,0,1.0,112500.0,0,4,1,1,3.0,H,1,1986-10-29
1972,5022608,0.0,C,1,1.0,202500.0,4,4,1,1,3.0,R,1,1995-05-14
1973,5022609,0.0,0,1,1.0,202500.0,4,4,1,1,3.0,D,1,1995-05-14
1974,5022610,0.0,0,1,1.0,202500.0,4,4,1,1,3.0,K,1,1995-05-14
1975,5022611,0.0,0,1,1.0,202500.0,4,4,1,1,3.0,G,1,1995-05-14
1976,5022612,0.0,0,1,1.0,202500.0,4,4,1,1,3.0,U,1,1995-05-14
1977,5022617,0.0,C,1,0.0,202500.0,0,4,0,1,2.0,T,1,1990-03-23
1978,5022618,0.0,C,1,0.0,202500.0,0,4,0,1,2.0,D,0,1990-03-23
1979,5022620,0.0,X,1,0.0,247500.0,2,1,1,5,2.0,W,1,1989-12-17
1980,5022621,0.0,X,1,0.0,247500.0,2,1,1,5,2.0,W,1,1989-12-17
1981,5022625,0.0,0,1,0.0,247500.0,2,1,1,5,2.0,M,1,1989-12-17
1982,5022626,0.0,0,1,0.0,247500.0,2,1,1,5,2.0,S,1,1989-12-17
1983,5022627,0.0,0,1,0.0,247500.0,2,1,1,5,2.0,C,1,1989-12-17
1984,5022628,0.0,0,0,0.0,157500.0,4,4,3,2,1.0,S,1,1967-04-11
1985,5022634,0.0,0,0,0.0,157500.0,4,4,3,2,1.0,I,1,1967-04-11
1986,5022635,0.0,0,0,0.0,157500.0,4,4,3,2,1.0,B,1,1967-04-11
1987,5022636,0.0,0,0,0.0,157500.0,4,4,3,2,1.0,H,1,1967-04-11
1988,5022637,0.0,0,0,0.0,157500.0,4,4,3,2,1.0,C,1,1967-04-11
1989,5022639,0.0,C,0,0.0,157500.0,4,4,3,2,1.0,Q,1,1967-04-11
1990,5022648,0.0,0,1,1.0,135000.0,0,1,1,1,3.0,S,1,1990-12-11
1991,5022649,0.0,0,1,1.0,135000.0,0,1,1,1,3.0,T,1,1990-12-11
1992,5022651,0.0,C,1,1.0,135000.0,0,1,1,1,3.0,R,1,1990-12-11
1993,5022652,0.0,C,1,1.0,135000.0,0,1,1,1,3.0,Y,1,1990-12-11
1994,5022655,0.0,C,1,0.0,112500.0,4,4,3,1,1.0,J,1,1973-12-07
1995,5022661,0.0,X,0,0.0,247500.0,0,4,3,1,1.0,B,1,1985-04-30
1996,5022663,0.0,C,0,1.0,157500.0,4,4,3,5,2.0,Q,1,1982-06-17
1997,5022665,0.0,C,1,0.0,157500.0,0,4,3,2,1.0,H,1,1996-02-20
1998,5022667,0.0,X,1,0.0,157500.0,0,4,3,2,1.0,K,1,1996-02-20
1999,5022668,0.0,X,1,0.0,157500.0,0,4,3,2,1.0,C,1,1996-02-20
2000,5022671,0.0,X,1,0.0,157500.0,0,4,3,2,1.0,E,1,1996-02-20
2001,5022673,0.0,C,0,1.0,315000.0,0,1,1,1,3.0,A,1,1983-08-28
2002,5022676,0.0,C,1,0.0,135000.0,1,4,1,1,2.0,X,0,1959-05-21
2003,5022677,0.0,C,1,0.0,135000.0,1,4,1,1,2.0,O,0,1959-05-21
2004,5022679,0.0,C,0,1.0,315000.0,0,1,1,1,3.0,H,1,1983-08-28
2005,5022681,0.0,X,1,0.0,315000.0,1,1,1,1,2.0,H,0,1970-01-29
2006,5022682,0.0,0,1,0.0,315000.0,1,1,1,1,2.0,A,0,1970-01-29
2007,5022683,0.0,0,0,0.0,157500.0,4,4,2,5,1.0,E,1,1983-12-18
2008,5022684,0.0,C,0,0.0,157500.0,4,4,2,5,1.0,L,1,1983-12-18
2009,5022685,0.0,C,0,0.0,157500.0,4,4,2,5,1.0,L,1,1983-12-18
2010,5022686,0.0,0,0,0.0,112500.0,0,4,3,1,1.0,E,1,1979-08-07
2011,5022687,0.0,0,0,0.0,112500.0,0,4,3,1,1.0,J,1,1979-08-07
2012,5022691,0.0,0,0,0.0,135000.0,0,2,0,1,2.0,F,1,1993-12-05
2013,5022692,0.0,X,0,0.0,135000.0,4,2,0,1,2.0,S,1,1993-12-05
2014,5022696,0.0,0,0,0.0,112500.0,1,4,1,1,2.0,P,0,1966-04-17
2015,5022697,0.0,C,1,0.0,315000.0,4,4,3,1,1.0,K,1,1984-08-19
2016,5022698,0.0,C,1,0.0,315000.0,4,4,3,1,1.0,T,0,1984-08-19
2017,5022700,0.0,C,1,0.0,315000.0,4,4,3,1,1.0,V,1,1984-08-19
2018,5022703,0.0,0,1,0.0,315000.0,4,4,3,1,1.0,L,1,1984-08-19
2019,5022704,0.0,C,1,0.0,315000.0,4,4,3,1,1.0,K,1,1984-08-19
2020,5022707,0.0,C,1,0.0,315000.0,4,4,3,1,1.0,V,1,1984-08-19
2021,5022712,0.0,C,1,0.0,157500.0,4,4,1,1,2.0,A,1,1959-01-21
2022,5022713,0.0,0,1,0.0,157500.0,4,4,1,1,2.0,A,1,1959-01-21
2023,5022715,0.0,C,1,0.0,157500.0,4,4,1,1,2.0,I,1,1959-01-21
2024,5022716,0.0,C,1,0.0,157500.0,4,4,1,1,2.0,J,0,1959-01-21
2025,5022717,0.0,C,1,0.0,157500.0,4,4,1,1,2.0,L,1,1959-01-21
2026,5022718,0.0,C,1,0.0,157500.0,4,4,1,1,2.0,U,1,1959-01-21
2027,5022719,0.0,C,1,0.0,157500.0,4,4,1,1,2.0,Y,1,1959-01-21
2028,5022720,0.0,0,1,2.0,157500.0,4,4,1,1,4.0,U,1,1981-07-08
2029,5022722,0.0,0,1,2.0,157500.0,4,4,1,1,3.9111507639103484,I,1,1981-07-08
2030,5022730,0.0,C,1,3.0,360000.0,0,4,1,1,5.0,V,1,1981-05-09
2031,5022733,0.0,0,0,0.0,90000.0,1,4,1,1,2.0,Y,0,1964-11-07
2032,5022738,0.0,C,0,0.0,90000.0,1,4,1,1,2.0,C,0,1964-11-07
2033,5022739,0.0,C,0,0.0,90000.0,1,4,1,1,2.0,S,0,1964-11-07
2034,5022741,0.0,0,0,0.0,180000.0,4,4,1,1,2.0,C,1,1996-05-01
2035,5022744,0.0,C,0,1.0,202500.0,0,4,2,1,2.0,Q,0,1993-07-27
2036,5022750,0.0,0,0,1.0,202500.0,0,4,2,1,2.0,M,1,1993-07-27
2037,5022751,0.0,C,0,1.0,202500.0,0,4,2,1,2.0,I,0,1993-07-27
2038,5022755,0.0,C,0,1.0,202500.0,0,4,2,1,2.0,D,1,1993-07-27
2039,5022757,0.0,0,0,0.0,180000.0,4,4,1,1,2.0,U,1,1996-05-01
2040,5022759,0.0,C,0,0.0,180000.0,4,4,1,1,2.0,H,1,1996-05-01
2041,5022765,0.0,X,0,0.0,112500.0,4,4,1,1,2.0,E,1,1992-01-08
2042,5022767,0.0,X,0,2.0,90000.0,4,4,1,5,4.0,V,1,1985-03-24
2043,5022768,0.0,X,0,2.0,90000.0,4,4,1,5,4.0,C,1,1985-03-24
2044,5022769,0.0,C,0,2.0,90000.0,4,4,1,5,4.0,Q,1,1985-03-24
2045,5022770,0.0,X,0,2.0,90000.0,4,4,1,5,4.0,X,1,1985-03-24
2046,5022771,0.0,X,0,2.0,90000.0,4,4,1,5,4.0,P,1,1985-03-24
2047,5022772,0.0,X,0,2.0,90000.0,4,4,1,5,4.0,K,1,1985-03-24
2048,5022773,0.0,X,0,2.0,90000.0,4,4,1,5,4.0,I,1,1985-03-24
2049,5022774,0.0,C,0,0.0,225000.0,1,1,1,1,2.0,Y,0,1960-04-07
2050,5022776,0.0,C,0,0.0,225000.0,1,1,1,1,2.0,U,0,1960-04-07
2051,5022778,0.0,C,0,0.0,225000.0,1,1,1,1,2.0,A,0,1960-04-07
2052,5022783,0.0,C,1,1.0,216000.0,4,1,4,1,2.0,Z,1,1987-03-14
2053,5022784,0.0,X,1,1.0,216000.0,4,1,4,1,2.0,R,1,1987-03-14
2054,5022787,0.0,C,1,1.0,216000.0,4,1,4,1,2.0,E,1,1987-03-14
2055,5022788,0.0,0,1,1.0,216000.0,4,1,4,1,2.0,J,1,1987-03-14
2056,5022790,0.0,C,0,0.0,112500.0,4,1,2,1,1.0,R,1,1989-04-10
2057,5022792,0.0,C,0,0.0,202500.0,4,1,4,1,1.0,L,1,1990-04-16
2058,5022795,0.0,C,0,0.0,202500.0,4,1,4,1,1.0,F,1,1990-04-16
2059,5022796,0.0,0,0,0.0,202500.0,4,1,4,1,1.0,H,1,1990-04-16
2060,5022797,0.0,C,0,0.0,202500.0,4,1,4,1,1.0,H,1,1990-04-16
2061,5022799,0.0,C,0,0.0,202500.0,4,1,4,1,1.0,Y,1,1990-04-16
2062,5022802,0.0,C,0,0.0,202500.0,4,1,4,1,1.0,N,1,1990-04-16
2063,5022803,0.0,C,0,0.0,202500.0,4,1,4,1,1.0,L,1,1990-04-16
2064,5022807,0.0,C,0,1.0,180000.0,4,1,1,1,3.0,L,1,1990-07-23
2065,5022808,0.0,C,0,1.0,180000.0,4,1,1,1,3.0,D,1,1990-07-23
2066,5022809,0.0,0,1,0.0,135000.0,0,4,1,4,1.0,L,1,2001-12-29
2067,5022810,0.0,0,1,0.0,135000.0,0,4,3,4,1.0,T,1,2001-12-29
2068,5022811,0.0,C,0,0.0,261000.0,0,4,3,1,1.0,F,1,1999-12-06
2069,5022812,0.0,X,0,0.0,261000.0,0,4,3,1,1.0,V,1,1999-12-06
2070,5022813,0.0,X,0,0.0,261000.0,0,4,3,1,1.0,C,1,1999-12-06
2071,5022814,0.0,0,0,0.0,261000.0,0,4,3,1,1.0,B,1,1999-12-06
2072,5022815,0.0,0,0,0.0,261000.0,0,4,3,1,1.0,B,1,1999-12-06
2073,5022817,0.0,X,1,0.0,202500.0,4,4,1,1,2.0,B,1,1975-11-17
2074,5022818,0.0,X,1,0.0,202500.0,4,4,1,1,2.0,V,1,1975-11-17
2075,5022827,0.0,0,1,0.0,202500.0,4,4,1,1,2.0,E,1,1975-11-17
2076,5022831,0.0,0,1,0.0,202500.0,4,4,1,1,2.0,T,1,1975-11-17
2077,5022833,0.0,C,1,0.2986858720482741,202500.0,4,4,1,1,2.0,Q,1,1975-11-17
2078,5022834,0.0,0,1,0.0,202500.0,4,4,1,1,2.0,O,1,1975-11-17
2079,5022836,0.0,0,1,0.0,202500.0,4,4,1,1,2.0,J,1,1975-11-17
2080,5022837,0.0,C,1,0.0,202500.0,4,4,1,1,2.0,I,1,1975-11-17
2081,5022841,0.0,C,1,0.0,180000.0,0,4,2,1,1.0,A,1,1988-12-06
2082,5022842,0.0,0,1,0.0,180000.0,0,4,2,1,1.0,A,1,1988-12-06
2083,5022843,0.0,C,1,0.0,180000.0,0,4,2,1,1.0,U,1,1988-12-06
2084,5022844,0.0,C,1,0.0,180000.0,0,4,2,1,1.0,N,1,1988-12-06
2085,5022845,0.0,C,1,-0.42474782850833326,180000.0,0,4,2,1,1.0,K,1,1988-12-06
2086,5022851,0.0,C,0,0.0,202500.0,4,1,1,1,2.0,A,1,1971-05-22
2087,5022852,0.0,C,0,0.0,202500.0,4,1,1,1,2.0,M,1,1971-05-22
2088,5022853,0.0,0,0,0.0,202500.0,4,1,1,1,2.0,U,1,1971-05-22
2089,5022858,0.0,X,0,0.0,202500.0,4,1,3,4,1.0,P,1,1969-07-07
2090,5022859,0.0,C,0,0.0,180000.0,4,1,3,1,1.0,G,1,1977-08-24
2091,5022860,0.0,C,0,0.0,180000.0,4,1,3,1,1.0,C,1,1977-08-24
2092,5022862,0.0,0,0,0.0,67500.0,4,4,3,1,1.0,P,1,1985-11-05
2093,5022863,0.0,0,0,2.0,225000.0,0,1,1,1,3.908130126624623,Y,1,1984-07-14
2094,5022864,0.0,0,0,2.0,225000.0,0,1,1,1,4.0,A,1,1984-07-14
2095,5022866,0.0,C,0,2.0,225000.0,0,1,1,1,4.0,L,1,1984-07-14
2096,5022868,0.0,C,0,2.0,225000.0,0,1,1,1,4.0,R,1,1984-07-14
2097,5022869,0.0,C,0,2.0,225000.0,0,1,1,1,4.0,Q,1,1984-07-14
2098,5022870,0.0,0,0,2.0,225000.0,0,1,1,1,4.0,X,1,1984-07-14
2099,5022871,0.0,C,0,2.0,225000.0,0,1,1,1,4.0,X,1,1984-07-14
2100,5022872,0.0,C,0,2.0,225000.0,0,1,1,1,4.0,M,1,1984-07-14
2101,5022873,0.0,C,0,2.0,225000.0,0,1,1,1,4.0,X,1,1984-07-14
2102,5022875,0.0,0,0,2.0,225000.0,0,1,1,1,4.0,G,1,1984-07-14
2103,5022877,0.0,0,0,2.0,225000.0,0,1,1,1,4.0,W,1,1984-07-14
2104,5022878,0.0,C,0,2.0,225000.0,0,1,1,1,4.0,E,0,1984-07-14
2105,5022879,0.0,C,1,0.29781851159005024,315000.0,4,4,2,1,2.0,R,1,1978-06-22
2106,5022882,0.0,0,1,1.0,315000.0,4,4,2,1,2.0,Q,0,1978-06-22
2107,5022888,0.0,C,1,1.0,315000.0,4,4,2,1,2.0,F,1,1978-06-22
2108,5022889,0.0,0,1,1.0,315000.0,4,4,2,1,2.0,S,1,1978-06-22
2109,5022890,0.0,X,1,1.0,315000.0,4,4,2,1,2.0,P,1,1978-06-22
2110,5022894,0.0,X,1,0.0,315000.0,4,2,1,1,2.0,V,1,1986-08-27
2111,5022895,0.0,0,1,0.27296103766729396,315000.0,4,2,1,1,2.0,X,1,1986-08-27
2112,5022896,0.0,0,1,0.0,198149.15139889315,4,2,1,1,2.0,J,1,1986-08-27
2113,5022897,0.0,C,0,0.0,126000.0,2,1,1,1,2.0,J,1,1970-04-27
